Time,Engine_Load,Manifold_Absolute_Pressure,Engine_Speed,Intake_Air_Temperature,Throttle_Opening_Angle,Rear_O2_Sensor,Atmospheric_Pressure,Manifold_Relative_Pressure
36.869,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
36.946,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.023,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.099,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.176,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.253,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.329,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.406,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.483,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.56,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.637,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.713,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.791,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.867,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
37.944,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.021,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.098,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.175,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.252,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.329,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.406,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.483,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.56,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.637,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.714,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.791,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.867,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
38.944,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.021,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.098,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.175,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.261,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.342,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.419,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.5,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.587,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.664,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.74,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.817,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.894,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
39.971,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.048,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.124,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.202,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.279,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.355,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.432,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.509,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.586,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.663,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.773,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.854,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
40.955,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.032,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.109,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.186,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.264,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.341,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.418,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.499,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.576,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.658,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.735,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.812,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.889,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
41.986,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.087,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.164,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.244,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.321,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.406,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.488,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.629,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.72,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
42.85,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.049,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.255,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.368,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.445,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.545,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.622,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.699,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.776,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.853,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
43.93,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.007,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.084,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.161,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.268,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.345,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.425,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.502,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.58,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.734,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.811,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.888,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
44.965,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.042,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.119,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.196,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.273,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.35,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.427,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.504,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.581,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.658,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.735,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.811,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.888,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
45.965,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.041,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.118,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.195,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.279,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.356,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.458,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.535,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.627,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.704,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.78,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.867,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
46.944,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.021,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.098,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.175,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.252,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.329,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.405,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.482,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.559,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.636,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.712,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.801,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.878,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
47.955,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.032,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.109,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.186,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.263,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.34,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.416,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.493,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.569,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.646,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.723,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.8,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.877,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
48.954,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.031,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.108,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.185,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.262,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.339,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.416,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.493,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.57,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.647,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.724,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.8,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.877,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
49.953,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.03,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.106,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.183,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.26,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.337,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.414,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.49,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.567,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.644,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.721,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.798,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.875,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
50.952,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.029,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.106,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.183,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.26,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.347,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.424,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.578,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.732,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.809,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.886,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
51.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.039,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.192,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.269,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.346,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.422,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.499,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.576,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.653,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.73,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.808,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.885,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
52.961,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.039,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.27,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.347,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.424,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.578,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.732,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.809,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.886,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
53.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.117,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.194,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.271,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.348,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.425,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.502,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.579,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.655,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.732,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.809,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.886,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
54.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.117,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.27,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.347,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.424,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.577,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.654,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.731,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.808,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.885,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
55.96,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.117,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.194,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.271,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.348,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.425,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.502,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.579,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.656,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.732,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.809,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.885,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
56.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.116,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.193,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.271,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.348,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.424,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.501,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.578,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.656,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.733,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.81,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.887,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
57.964,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.041,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.118,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.195,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.272,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.349,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.426,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.503,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.58,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.657,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.733,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.81,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.887,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
58.963,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.04,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.117,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.194,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.27,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.347,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.427,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.504,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.581,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.658,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.735,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.812,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.889,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
59.966,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.043,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.12,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.197,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.274,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.351,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.428,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.505,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.582,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.659,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.735,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.812,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.889,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
60.965,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.042,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.119,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.196,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.273,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.35,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.427,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.504,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.581,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.657,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.734,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.811,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.888,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
61.962,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.041,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.118,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.195,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.272,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.349,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.426,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.502,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.58,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.656,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.733,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.811,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.888,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
62.965,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.042,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.119,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.196,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.295,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.392,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.474,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.551,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.627,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.704,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.782,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.859,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
63.972,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.082,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.159,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.241,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.319,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.396,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.472,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.549,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.627,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.704,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.781,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.858,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
64.935,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.012,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.089,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.166,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.243,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.32,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.397,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.474,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.551,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.626,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.705,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.782,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.859,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
65.936,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.012,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.089,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.165,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.242,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.319,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.395,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.472,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.548,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.625,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.701,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.778,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.855,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
66.932,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.01,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.087,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.164,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.241,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.318,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.395,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.472,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.549,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.626,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.703,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.78,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.857,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
67.934,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.011,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.088,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
68.165,20.0,0.337,703.0,72,1.569,0.785,1.02,-0.683
