Time,AirFuel_Correction_No2,Vehicle_Speed,Intake_Air_Temperature,Throttle_Opening_Angle,Front_O2_Sensor_No2,Air_Flow_Sensor_Voltage
32.117,-60.156,33,212,3.922,5.68,3.14
32.175,-60.156,33,212,3.922,5.68,3.14
32.234,-60.156,33,212,3.922,5.68,3.14
32.292,-60.156,33,212,3.922,5.68,3.14
32.35,-60.156,33,212,3.922,5.68,3.14
32.408,-60.156,33,212,3.922,5.68,3.14
32.466,-60.156,33,212,3.922,5.68,3.14
32.525,-60.156,33,212,3.922,5.68,3.14
32.583,-60.156,33,212,3.922,5.68,3.14
32.642,-60.156,33,212,3.922,5.68,3.14
32.7,-60.156,33,212,3.922,5.68,3.14
32.758,-60.156,33,212,3.922,5.68,3.14
32.817,-60.156,33,212,3.922,5.68,3.14
32.875,-60.156,33,212,3.922,5.68,3.14
32.934,-60.156,33,212,3.922,5.68,3.14
32.992,-60.156,33,212,3.922,5.68,3.14
33.05,-60.156,33,212,3.922,5.68,3.14
33.108,-60.156,33,212,3.922,5.68,3.14
33.166,-60.156,33,212,3.922,5.68,3.14
33.224,-60.156,33,212,3.922,5.68,3.14
33.282,-60.156,33,212,3.922,5.68,3.14
33.34,-60.156,33,212,3.922,5.68,3.14
33.399,-60.156,33,212,3.922,5.68,3.14
33.457,-60.156,33,212,3.922,5.68,3.14
33.515,-60.156,33,212,3.922,5.68,3.14
33.574,-60.156,33,212,3.922,5.68,3.14
33.632,-60.156,33,212,3.922,5.68,3.14
33.69,-60.156,33,212,3.922,5.68,3.14
33.748,-60.156,33,212,3.922,5.68,3.14
33.806,-60.156,33,212,3.922,5.68,3.14
33.864,-60.156,33,212,3.922,5.68,3.14
33.922,-60.156,33,212,3.922,5.68,3.14
33.981,-60.156,33,212,3.922,5.68,3.14
34.039,-60.156,33,212,3.922,5.68,3.14
34.097,-60.156,33,212,3.922,5.68,3.14
34.155,-60.156,33,212,3.922,5.68,3.14
34.213,-60.156,33,212,3.922,5.68,3.14
34.271,-60.156,33,212,3.922,5.68,3.14
34.329,-60.156,33,212,3.922,5.68,3.14
34.388,-60.156,33,212,3.922,5.68,3.14
34.446,-60.156,33,212,3.922,5.68,3.14
34.504,-60.156,33,212,3.922,5.68,3.14
34.562,-60.156,33,212,3.922,5.68,3.14
34.62,-60.156,33,212,3.922,5.68,3.14
34.678,-60.156,33,212,3.922,5.68,3.14
34.736,-60.156,33,212,3.922,5.68,3.14
34.794,-60.156,33,212,3.922,5.68,3.14
34.852,-60.156,33,212,3.922,5.68,3.14
34.91,-60.156,33,212,3.922,5.68,3.14
34.968,-60.156,33,212,3.922,5.68,3.14
35.026,-60.156,33,212,3.922,5.68,3.14
35.084,-60.156,33,212,3.922,5.68,3.14
35.141,-60.156,33,212,3.922,5.68,3.14
35.2,-60.156,33,212,3.922,5.68,3.14
35.258,-60.156,33,212,3.922,5.68,3.14
35.316,-60.156,33,212,3.922,5.68,3.14
35.374,-60.156,33,212,3.922,5.68,3.14
35.432,-60.156,33,212,3.922,5.68,3.14
35.49,-60.156,33,212,3.922,5.68,3.14
35.548,-60.156,33,212,3.922,5.68,3.14
35.606,-60.156,33,212,3.922,5.68,3.14
35.663,-60.156,33,212,3.922,5.68,3.14
35.721,-60.156,33,212,3.922,5.68,3.14
35.78,-60.156,33,212,3.922,5.68,3.14
35.837,-60.156,33,212,3.922,5.68,3.14
35.896,-60.156,33,212,3.922,5.68,3.14
35.954,-60.156,33,212,3.922,5.68,3.14
36.012,-60.156,33,212,3.922,5.68,3.14
36.07,-60.156,33,212,3.922,5.68,3.14
36.129,-60.156,33,212,3.922,5.68,3.14
36.187,-60.156,33,212,3.922,5.68,3.14
36.245,-60.156,33,212,3.922,5.68,3.14
36.303,-60.156,33,212,3.922,5.68,3.14
36.361,-60.156,33,212,3.922,5.68,3.14
36.419,-60.156,33,212,3.922,5.68,3.14
36.477,-60.156,33,212,3.922,5.68,3.14
36.536,-60.156,33,212,3.922,5.68,3.14
36.594,-60.156,33,212,3.922,5.68,3.14
36.652,-60.156,33,212,3.922,5.68,3.14
36.71,-60.156,33,212,3.922,5.68,3.14
36.769,-60.156,33,212,3.922,5.68,3.14
36.826,-60.156,33,212,3.922,5.68,3.14
36.885,-60.156,33,212,3.922,5.68,3.14
36.942,-60.156,33,212,3.922,5.68,3.14
37.0,-60.156,33,212,3.922,5.68,3.14
37.058,-60.156,33,212,3.922,5.68,3.14
37.116,-60.156,33,212,3.922,5.68,3.14
37.173,-60.156,33,212,3.922,5.68,3.14
37.232,-60.156,33,212,3.922,5.68,3.14
37.289,-60.156,33,212,3.922,5.68,3.14
37.347,-60.156,33,212,3.922,5.68,3.14
37.405,-60.156,33,212,3.922,5.68,3.14
37.463,-60.156,33,212,3.922,5.68,3.14
37.522,-60.156,33,212,3.922,5.68,3.14
37.58,-60.156,33,212,3.922,5.68,3.14
37.638,-60.156,33,212,3.922,5.68,3.14
37.696,-60.156,33,212,3.922,5.68,3.14
37.754,-60.156,33,212,3.922,5.68,3.14
37.813,-60.156,33,212,3.922,5.68,3.14
37.871,-60.156,33,212,3.922,5.68,3.14
37.929,-60.156,33,212,3.922,5.68,3.14
37.987,-60.156,33,212,3.922,5.68,3.14
38.045,-60.156,33,212,3.922,5.68,3.14
38.103,-60.156,33,212,3.922,5.68,3.14
38.161,-60.156,33,212,3.922,5.68,3.14
38.219,-60.156,33,212,3.922,5.68,3.14
38.277,-60.156,33,212,3.922,5.68,3.14
38.335,-60.156,33,212,3.922,5.68,3.14
38.394,-60.156,33,212,3.922,5.68,3.14
38.452,-60.156,33,212,3.922,5.68,3.14
38.51,-60.156,33,212,3.922,5.68,3.14
38.569,-60.156,33,212,3.922,5.68,3.14
38.627,-60.156,33,212,3.922,5.68,3.14
38.685,-60.156,33,212,3.922,5.68,3.14
38.743,-60.156,33,212,3.922,5.68,3.14
38.802,-60.156,33,212,3.922,5.68,3.14
38.859,-60.156,33,212,3.922,5.68,3.14
38.918,-60.156,33,212,3.922,5.68,3.14
38.976,-60.156,33,212,3.922,5.68,3.14
39.034,-60.156,33,212,3.922,5.68,3.14
39.093,-60.156,33,212,3.922,5.68,3.14
39.15,-60.156,33,212,3.922,5.68,3.14
39.208,-60.156,33,212,3.922,5.68,3.14
39.267,-60.156,33,212,3.922,5.68,3.14
39.325,-60.156,33,212,3.922,5.68,3.14
39.383,-60.156,33,212,3.922,5.68,3.14
39.441,-60.156,33,212,3.922,5.68,3.14
39.5,-60.156,33,212,3.922,5.68,3.14
39.558,-60.156,33,212,3.922,5.68,3.14
39.616,-60.156,33,212,3.922,5.68,3.14
39.674,-60.156,33,212,3.922,5.68,3.14
39.732,-60.156,33,212,3.922,5.68,3.14
39.79,-60.156,33,212,3.922,5.68,3.14
39.848,-60.156,33,212,3.922,5.68,3.14
39.906,-60.156,33,212,3.922,5.68,3.14
39.964,-60.156,33,212,3.922,5.68,3.14
40.022,-60.156,33,212,3.922,5.68,3.14
40.08,-60.156,33,212,3.922,5.68,3.14
40.138,-60.156,33,212,3.922,5.68,3.14
40.197,-60.156,33,212,3.922,5.68,3.14
40.255,-60.156,33,212,3.922,5.68,3.14
40.313,-60.156,33,212,3.922,5.68,3.14
40.371,-60.156,33,212,3.922,5.68,3.14
40.429,-60.156,33,212,3.922,5.68,3.14
40.487,-60.156,33,212,3.922,5.68,3.14
40.545,-60.156,33,212,3.922,5.68,3.14
40.604,-60.156,33,212,3.922,5.68,3.14
40.661,-60.156,33,212,3.922,5.68,3.14
40.719,-60.156,33,212,3.922,5.68,3.14
40.777,-60.156,33,212,3.922,5.68,3.14
40.835,-60.156,33,212,3.922,5.68,3.14
40.893,-60.156,33,212,3.922,5.68,3.14
40.952,-60.156,33,212,3.922,5.68,3.14
41.01,-60.156,33,212,3.922,5.68,3.14
41.069,-60.156,33,212,3.922,5.68,3.14
41.127,-60.156,33,212,3.922,5.68,3.14
41.185,-60.156,33,212,3.922,5.68,3.14
41.243,-60.156,33,212,3.922,5.68,3.14
41.301,-60.156,33,212,3.922,5.68,3.14
41.359,-60.156,33,212,3.922,5.68,3.14
41.417,-60.156,33,212,3.922,5.68,3.14
41.476,-60.156,33,212,3.922,5.68,3.14
41.534,-60.156,33,212,3.922,5.68,3.14
41.592,-60.156,33,212,3.922,5.68,3.14
41.65,-60.156,33,212,3.922,5.68,3.14
41.708,-60.156,33,212,3.922,5.68,3.14
41.766,-60.156,33,212,3.922,5.68,3.14
41.824,-60.156,33,212,3.922,5.68,3.14
41.882,-60.156,33,212,3.922,5.68,3.14
41.94,-60.156,33,212,3.922,5.68,3.14
41.998,-60.156,33,212,3.922,5.68,3.14
42.055,-60.156,33,212,3.922,5.68,3.14
42.114,-60.156,33,212,3.922,5.68,3.14
42.172,-60.156,33,212,3.922,5.68,3.14
42.23,-60.156,33,212,3.922,5.68,3.14
42.289,-60.156,33,212,3.922,5.68,3.14
42.347,-60.156,33,212,3.922,5.68,3.14
42.405,-60.156,33,212,3.922,5.68,3.14
42.464,-60.156,33,212,3.922,5.68,3.14
42.521,-60.156,33,212,3.922,5.68,3.14
42.579,-60.156,33,212,3.922,5.68,3.14
42.637,-60.156,33,212,3.922,5.68,3.14
42.696,-60.156,33,212,3.922,5.68,3.14
42.754,-60.156,33,212,3.922,5.68,3.14
42.811,-60.156,33,212,3.922,5.68,3.14
42.869,-60.156,33,212,3.922,5.68,3.14
42.927,-60.156,33,212,3.922,5.68,3.14
42.985,-60.156,33,212,3.922,5.68,3.14
43.043,-60.156,33,212,3.922,5.68,3.14
43.101,-60.156,33,212,3.922,5.68,3.14
43.16,-60.156,33,212,3.922,5.68,3.14
43.218,-60.156,33,212,3.922,5.68,3.14
43.276,-60.156,33,212,3.922,5.68,3.14
43.334,-60.156,33,212,3.922,5.68,3.14
43.392,-60.156,33,212,3.922,5.68,3.14
43.45,-60.156,33,212,3.922,5.68,3.14
43.508,-60.156,33,212,3.922,5.68,3.14
43.566,-60.156,33,212,3.922,5.68,3.14
43.624,-60.156,33,212,3.922,5.68,3.14
43.682,-60.156,33,212,3.922,5.68,3.14
43.741,-60.156,33,212,3.922,5.68,3.14
43.799,-60.156,33,212,3.922,5.68,3.14
43.857,-60.156,33,212,3.922,5.68,3.14
43.916,-60.156,33,212,3.922,5.68,3.14
43.974,-60.156,33,212,3.922,5.68,3.14
44.031,-60.156,33,212,3.922,5.68,3.14
44.09,-60.156,33,212,3.922,5.68,3.14
44.148,-60.156,33,212,3.922,5.68,3.14
44.206,-60.156,33,212,3.922,5.68,3.14
44.263,-60.156,33,212,3.922,5.68,3.14
44.321,-60.156,33,212,3.922,5.68,3.14
44.379,-60.156,33,212,3.922,5.68,3.14
44.437,-60.156,33,212,3.922,5.68,3.14
44.495,-60.156,33,212,3.922,5.68,3.14
44.553,-60.156,33,212,3.922,5.68,3.14
44.612,-60.156,33,212,3.922,5.68,3.14
44.67,-60.156,33,212,3.922,5.68,3.14
44.728,-60.156,33,212,3.922,5.68,3.14
44.786,-60.156,33,212,3.922,5.68,3.14
44.844,-60.156,33,212,3.922,5.68,3.14
44.902,-60.156,33,212,3.922,5.68,3.14
44.96,-60.156,33,212,3.922,5.68,3.14
45.018,-60.156,33,212,3.922,5.68,3.14
45.076,-60.156,33,212,3.922,5.68,3.14
45.134,-60.156,33,212,3.922,5.68,3.14
45.192,-60.156,33,212,3.922,5.68,3.14
45.25,-60.156,33,212,3.922,5.68,3.14
45.308,-60.156,33,212,3.922,5.68,3.14
45.366,-60.156,33,212,3.922,5.68,3.14
45.424,-60.156,33,212,3.922,5.68,3.14
45.483,-60.156,33,212,3.922,5.68,3.14
45.54,-60.156,33,212,3.922,5.68,3.14
45.599,-60.156,33,212,3.922,5.68,3.14
45.657,-60.156,33,212,3.922,5.68,3.14
45.715,-60.156,33,212,3.922,5.68,3.14
45.773,-60.156,33,212,3.922,5.68,3.14
45.831,-60.156,33,212,3.922,5.68,3.14
45.889,-60.156,33,212,3.922,5.68,3.14
45.948,-60.156,33,212,3.922,5.68,3.14
46.006,-60.156,33,212,3.922,5.68,3.14
46.064,-60.156,33,212,3.922,5.68,3.14
46.123,-60.156,33,212,3.922,5.68,3.14
46.18,-60.156,33,212,3.922,5.68,3.14
46.238,-60.156,33,212,3.922,5.68,3.14
46.296,-60.156,33,212,3.922,5.68,3.14
46.353,-60.156,33,212,3.922,5.68,3.14
46.412,-60.156,33,212,3.922,5.68,3.14
46.47,-60.156,33,212,3.922,5.68,3.14
46.528,-60.156,33,212,3.922,5.68,3.14
46.586,-60.156,33,212,3.922,5.68,3.14
46.644,-60.156,33,212,3.922,5.68,3.14
46.702,-60.156,33,212,3.922,5.68,3.14
46.761,-60.156,33,212,3.922,5.68,3.14
46.818,-60.156,33,212,3.922,5.68,3.14
46.877,-60.156,33,212,3.922,5.68,3.14
46.935,-60.156,33,212,3.922,5.68,3.14
46.994,-60.156,33,212,3.922,5.68,3.14
47.052,-60.156,33,212,3.922,5.68,3.14
47.11,-60.156,33,212,3.922,5.68,3.14
47.167,-60.156,33,212,3.922,5.68,3.14
47.226,-60.156,33,212,3.922,5.68,3.14
47.284,-60.156,33,212,3.922,5.68,3.14
47.343,-60.156,33,212,3.922,5.68,3.14
47.401,-60.156,33,212,3.922,5.68,3.14
47.459,-60.156,33,212,3.922,5.68,3.14
47.517,-60.156,33,212,3.922,5.68,3.14
47.575,-60.156,33,212,3.922,5.68,3.14
47.633,-60.156,33,212,3.922,5.68,3.14
47.691,-60.156,33,212,3.922,5.68,3.14
47.749,-60.156,33,212,3.922,5.68,3.14
47.807,-60.156,33,212,3.922,5.68,3.14
47.865,-60.156,33,212,3.922,5.68,3.14
47.924,-60.156,33,212,3.922,5.68,3.14
47.982,-60.156,33,212,3.922,5.68,3.14
48.039,-60.156,33,212,3.922,5.68,3.14
48.098,-60.156,33,212,3.922,5.68,3.14
48.156,-60.156,33,212,3.922,5.68,3.14
48.214,-60.156,33,212,3.922,5.68,3.14
48.273,-60.156,33,212,3.922,5.68,3.14
48.33,-60.156,33,212,3.922,5.68,3.14
48.389,-60.156,33,212,3.922,5.68,3.14
48.447,-60.156,33,212,3.922,5.68,3.14
48.504,-60.156,33,212,3.922,5.68,3.14
48.563,-60.156,33,212,3.922,5.68,3.14
48.621,-60.156,33,212,3.922,5.68,3.14
48.679,-60.156,33,212,3.922,5.68,3.14
48.737,-60.156,33,212,3.922,5.68,3.14
48.795,-60.156,33,212,3.922,5.68,3.14
48.853,-60.156,33,212,3.922,5.68,3.14
48.911,-60.156,33,212,3.922,5.68,3.14
48.97,-60.156,33,212,3.922,5.68,3.14
49.027,-60.156,33,212,3.922,5.68,3.14
49.086,-60.156,33,212,3.922,5.68,3.14
49.145,-60.156,33,212,3.922,5.68,3.14
49.203,-60.156,33,212,3.922,5.68,3.14
49.261,-60.156,33,212,3.922,5.68,3.14
49.319,-60.156,33,212,3.922,5.68,3.14
49.377,-60.156,33,212,3.922,5.68,3.14
49.436,-60.156,33,212,3.922,5.68,3.14
49.494,-60.156,33,212,3.922,5.68,3.14
49.552,-60.156,33,212,3.922,5.68,3.14
49.611,-60.156,33,212,3.922,5.68,3.14
49.669,-60.156,33,212,3.922,5.68,3.14
49.727,-60.156,33,212,3.922,5.68,3.14
49.785,-60.156,33,212,3.922,5.68,3.14
49.843,-60.156,33,212,3.922,5.68,3.14
49.902,-60.156,33,212,3.922,5.68,3.14
49.959,-60.156,33,212,3.922,5.68,3.14
50.018,-60.156,33,212,3.922,5.68,3.14
50.076,-60.156,33,212,3.922,5.68,3.14
50.134,-60.156,33,212,3.922,5.68,3.14
50.192,-60.156,33,212,3.922,5.68,3.14
50.25,-60.156,33,212,3.922,5.68,3.14
50.308,-60.156,33,212,3.922,5.68,3.14
50.366,-60.156,33,212,3.922,5.68,3.14
50.424,-60.156,33,212,3.922,5.68,3.14
50.482,-60.156,33,212,3.922,5.68,3.14
50.54,-60.156,33,212,3.922,5.68,3.14
50.598,-60.156,33,212,3.922,5.68,3.14
50.655,-60.156,33,212,3.922,5.68,3.14
50.714,-60.156,33,212,3.922,5.68,3.14
50.771,-60.156,33,212,3.922,5.68,3.14
50.83,-60.156,33,212,3.922,5.68,3.14
50.888,-60.156,33,212,3.922,5.68,3.14
50.946,-60.156,33,212,3.922,5.68,3.14
51.004,-60.156,33,212,3.922,5.68,3.14
51.063,-60.156,33,212,3.922,5.68,3.14
51.12,-60.156,33,212,3.922,5.68,3.14
51.179,-60.156,33,212,3.922,5.68,3.14
51.236,-60.156,33,212,3.922,5.68,3.14
51.295,-60.156,33,212,3.922,5.68,3.14
51.353,-60.156,33,212,3.922,5.68,3.14
51.411,-60.156,33,212,3.922,5.68,3.14
51.469,-60.156,33,212,3.922,5.68,3.14
51.528,-60.156,33,212,3.922,5.68,3.14
51.586,-60.156,33,212,3.922,5.68,3.14
51.645,-60.156,33,212,3.922,5.68,3.14
51.703,-60.156,33,212,3.922,5.68,3.14
51.761,-60.156,33,212,3.922,5.68,3.14
51.819,-60.156,33,212,3.922,5.68,3.14
51.878,-60.156,33,212,3.922,5.68,3.14
51.936,-60.156,33,212,3.922,5.68,3.14
51.994,-60.156,33,212,3.922,5.68,3.14
52.052,-60.156,33,212,3.922,5.68,3.14
52.11,-60.156,33,212,3.922,5.68,3.14
52.169,-60.156,33,212,3.922,5.68,3.14
52.227,-60.156,33,212,3.922,5.68,3.14
52.285,-60.156,33,212,3.922,5.68,3.14
52.343,-60.156,33,212,3.922,5.68,3.14
52.401,-60.156,33,212,3.922,5.68,3.14
52.46,-60.156,33,212,3.922,5.68,3.14
52.518,-60.156,33,212,3.922,5.68,3.14
52.576,-60.156,33,212,3.922,5.68,3.14
52.634,-60.156,33,212,3.922,5.68,3.14
52.692,-60.156,33,212,3.922,5.68,3.14
52.75,-60.156,33,212,3.922,5.68,3.14
52.808,-60.156,33,212,3.922,5.68,3.14
52.866,-60.156,33,212,3.922,5.68,3.14
52.924,-60.156,33,212,3.922,5.68,3.14
52.982,-60.156,33,212,3.922,5.68,3.14
53.04,-60.156,33,212,3.922,5.68,3.14
53.147,-60.156,33,212,3.922,5.68,3.14
53.159,-60.156,33,212,3.922,5.68,3.14
53.215,-60.156,33,212,3.922,5.68,3.14
53.273,-60.156,33,212,3.922,5.68,3.14
53.331,-60.156,33,212,3.922,5.68,3.14
53.389,-60.156,33,212,3.922,5.68,3.14
53.447,-60.156,33,212,3.922,5.68,3.14
53.505,-60.156,33,212,3.922,5.68,3.14
53.563,-60.156,33,212,3.922,5.68,3.14
53.622,-60.156,33,212,3.922,5.68,3.14
53.68,-60.156,33,212,3.922,5.68,3.14
53.738,-60.156,33,212,3.922,5.68,3.14
53.797,-60.156,33,212,3.922,5.68,3.14
53.854,-60.156,33,212,3.922,5.68,3.14
53.912,-60.156,33,212,3.922,5.68,3.14
53.97,-60.156,33,212,3.922,5.68,3.14
54.029,-60.156,33,212,3.922,5.68,3.14
54.086,-60.156,33,212,3.922,5.68,3.14
54.144,-60.156,33,212,3.922,5.68,3.14
54.203,-60.156,33,212,3.922,5.68,3.14
54.261,-60.156,33,212,3.922,5.68,3.14
54.319,-60.156,33,212,3.922,5.68,3.14
54.377,-60.156,33,212,3.922,5.68,3.14
54.435,-60.156,33,212,3.922,5.68,3.14
54.494,-60.156,33,212,3.922,5.68,3.14
54.552,-60.156,33,212,3.922,5.68,3.14
54.61,-60.156,33,212,3.922,5.68,3.14
54.668,-60.156,33,212,3.922,5.68,3.14
54.727,-60.156,33,212,3.922,5.68,3.14
54.785,-60.156,33,212,3.922,5.68,3.14
54.843,-60.156,33,212,3.922,5.68,3.14
54.901,-60.156,33,212,3.922,5.68,3.14
54.959,-60.156,33,212,3.922,5.68,3.14
55.017,-60.156,33,212,3.922,5.68,3.14
55.076,-60.156,33,212,3.922,5.68,3.14
55.134,-60.156,33,212,3.922,5.68,3.14
55.192,-60.156,33,212,3.922,5.68,3.14
55.251,-60.156,33,212,3.922,5.68,3.14
55.309,-60.156,33,212,3.922,5.68,3.14
55.367,-60.156,33,212,3.922,5.68,3.14
55.425,-60.156,33,212,3.922,5.68,3.14
55.483,-60.156,33,212,3.922,5.68,3.14
55.541,-60.156,33,212,3.922,5.68,3.14
55.6,-60.156,33,212,3.922,5.68,3.14
55.658,-60.156,33,212,3.922,5.68,3.14
55.716,-60.156,33,212,3.922,5.68,3.14
55.774,-60.156,33,212,3.922,5.68,3.14
55.832,-60.156,33,212,3.922,5.68,3.14
55.89,-60.156,33,212,3.922,5.68,3.14
55.949,-60.156,33,212,3.922,5.68,3.14
56.007,-60.156,33,212,3.922,5.68,3.14
56.065,-60.156,33,212,3.922,5.68,3.14
56.123,-60.156,33,212,3.922,5.68,3.14
56.181,-60.156,33,212,3.922,5.68,3.14
56.239,-60.156,33,212,3.922,5.68,3.14
56.297,-60.156,33,212,3.922,5.68,3.14
56.355,-60.156,33,212,3.922,5.68,3.14
56.414,-60.156,33,212,3.922,5.68,3.14
56.472,-60.156,33,212,3.922,5.68,3.14
56.53,-60.156,33,212,3.922,5.68,3.14
56.588,-60.156,33,212,3.922,5.68,3.14
56.646,-60.156,33,212,3.922,5.68,3.14
56.704,-60.156,33,212,3.922,5.68,3.14
56.762,-60.156,33,212,3.922,5.68,3.14
56.82,-60.156,33,212,3.922,5.68,3.14
56.878,-60.156,33,212,3.922,5.68,3.14
56.936,-60.156,33,212,3.922,5.68,3.14
56.994,-60.156,33,212,3.922,5.68,3.14
57.053,-60.156,33,212,3.922,5.68,3.14
57.111,-60.156,33,212,3.922,5.68,3.14
57.169,-60.156,33,212,3.922,5.68,3.14
57.227,-60.156,33,212,3.922,5.68,3.14
57.286,-60.156,33,212,3.922,5.68,3.14
57.343,-60.156,33,212,3.922,5.68,3.14
57.402,-60.156,33,212,3.922,5.68,3.14
57.46,-60.156,33,212,3.922,5.68,3.14
57.518,-60.156,33,212,3.922,5.68,3.14
57.576,-60.156,33,212,3.922,5.68,3.14
57.634,-60.156,33,212,3.922,5.68,3.14
57.693,-60.156,33,212,3.922,5.68,3.14
57.751,-60.156,33,212,3.922,5.68,3.14
57.809,-60.156,33,212,3.922,5.68,3.14
57.867,-60.156,33,212,3.922,5.68,3.14
57.925,-60.156,33,212,3.922,5.68,3.14
57.984,-60.156,33,212,3.922,5.68,3.14
58.042,-60.156,33,212,3.922,5.68,3.14
58.1,-60.156,33,212,3.922,5.68,3.14
58.159,-60.156,33,212,3.922,5.68,3.14
58.217,-60.156,33,212,3.922,5.68,3.14
58.274,-60.156,33,212,3.922,5.68,3.14
58.333,-60.156,33,212,3.922,5.68,3.14
58.391,-60.156,33,212,3.922,5.68,3.14
58.449,-60.156,33,212,3.922,5.68,3.14
58.507,-60.156,33,212,3.922,5.68,3.14
58.565,-60.156,33,212,3.922,5.68,3.14
58.623,-60.156,33,212,3.922,5.68,3.14
58.681,-60.156,33,212,3.922,5.68,3.14
58.74,-60.156,33,212,3.922,5.68,3.14
58.798,-60.156,33,212,3.922,5.68,3.14
58.856,-60.156,33,212,3.922,5.68,3.14
58.915,-60.156,33,212,3.922,5.68,3.14
58.972,-60.156,33,212,3.922,5.68,3.14
59.031,-60.156,33,212,3.922,5.68,3.14
59.088,-60.156,33,212,3.922,5.68,3.14
59.147,-60.156,33,212,3.922,5.68,3.14
59.205,-60.156,33,212,3.922,5.68,3.14
59.263,-60.156,33,212,3.922,5.68,3.14
59.32,-60.156,33,212,3.922,5.68,3.14
59.379,-60.156,33,212,3.922,5.68,3.14
59.437,-60.156,33,212,3.922,5.68,3.14
59.495,-60.156,33,212,3.922,5.68,3.14
59.553,-60.156,33,212,3.922,5.68,3.14
59.611,-60.156,33,212,3.922,5.68,3.14
59.669,-60.156,33,212,3.922,5.68,3.14
59.727,-60.156,33,212,3.922,5.68,3.14
59.785,-60.156,33,212,3.922,5.68,3.14
59.843,-60.156,33,212,3.922,5.68,3.14
59.901,-60.156,33,212,3.922,5.68,3.14
59.959,-60.156,33,212,3.922,5.68,3.14
60.017,-60.156,33,212,3.922,5.68,3.14
60.075,-60.156,33,212,3.922,5.68,3.14
60.134,-60.156,33,212,3.922,5.68,3.14
60.192,-60.156,33,212,3.922,5.68,3.14
60.25,-60.156,33,212,3.922,5.68,3.14
60.308,-60.156,33,212,3.922,5.68,3.14
60.366,-60.156,33,212,3.922,5.68,3.14
60.424,-60.156,33,212,3.922,5.68,3.14
60.482,-60.156,33,212,3.922,5.68,3.14
60.541,-60.156,33,212,3.922,5.68,3.14
60.599,-60.156,33,212,3.922,5.68,3.14
60.658,-60.156,33,212,3.922,5.68,3.14
60.716,-60.156,33,212,3.922,5.68,3.14
60.775,-60.156,33,212,3.922,5.68,3.14
60.833,-60.156,33,212,3.922,5.68,3.14
60.89,-60.156,33,212,3.922,5.68,3.14
60.948,-60.156,33,212,3.922,5.68,3.14
61.007,-60.156,33,212,3.922,5.68,3.14
61.065,-60.156,33,212,3.922,5.68,3.14
61.123,-60.156,33,212,3.922,5.68,3.14
61.181,-60.156,33,212,3.922,5.68,3.14
61.239,-60.156,33,212,3.922,5.68,3.14
61.297,-60.156,33,212,3.922,5.68,3.14
61.356,-60.156,33,212,3.922,5.68,3.14
61.414,-60.156,33,212,3.922,5.68,3.14
61.472,-60.156,33,212,3.922,5.68,3.14
61.531,-60.156,33,212,3.922,5.68,3.14
61.589,-60.156,33,212,3.922,5.68,3.14
61.647,-60.156,33,212,3.922,5.68,3.14
61.705,-60.156,33,212,3.922,5.68,3.14
61.763,-60.156,33,212,3.922,5.68,3.14
61.821,-60.156,33,212,3.922,5.68,3.14
61.88,-60.156,33,212,3.922,5.68,3.14
61.938,-60.156,33,212,3.922,5.68,3.14
61.996,-60.156,33,212,3.922,5.68,3.14
62.054,-60.156,33,212,3.922,5.68,3.14
62.112,-60.156,33,212,3.922,5.68,3.14
62.17,-60.156,33,212,3.922,5.68,3.14
62.228,-60.156,33,212,3.922,5.68,3.14
62.286,-60.156,33,212,3.922,5.68,3.14
62.343,-60.156,33,212,3.922,5.68,3.14
62.402,-60.156,33,212,3.922,5.68,3.14
62.459,-60.156,33,212,3.922,5.68,3.14
62.517,-60.156,33,212,3.922,5.68,3.14
62.575,-60.156,33,212,3.922,5.68,3.14
62.634,-60.156,33,212,3.922,5.68,3.14
62.691,-60.156,33,212,3.922,5.68,3.14
62.749,-60.156,33,212,3.922,5.68,3.14
62.807,-60.156,33,212,3.922,5.68,3.14
62.865,-60.156,33,212,3.922,5.68,3.14
62.923,-60.156,33,212,3.922,5.68,3.14
62.981,-60.156,33,212,3.922,5.68,3.14
63.039,-60.156,33,212,3.922,5.68,3.14
63.097,-60.156,33,212,3.922,5.68,3.14
63.155,-60.156,33,212,3.922,5.68,3.14
63.212,-60.156,33,212,3.922,5.68,3.14
63.27,-60.156,33,212,3.922,5.68,3.14
63.329,-60.156,33,212,3.922,5.68,3.14
63.387,-60.156,33,212,3.922,5.68,3.14
63.445,-60.156,33,212,3.922,5.68,3.14
63.503,-60.156,33,212,3.922,5.68,3.14
63.561,-60.156,33,212,3.922,5.68,3.14
63.619,-60.156,33,212,3.922,5.68,3.14
63.678,-60.156,33,212,3.922,5.68,3.14
63.736,-60.156,33,212,3.922,5.68,3.14
63.794,-60.156,33,212,3.922,5.68,3.14
63.852,-60.156,33,212,3.922,5.68,3.14
63.91,-60.156,33,212,3.922,5.68,3.14
63.968,-60.156,33,212,3.922,5.68,3.14
64.027,-60.156,33,212,3.922,5.68,3.14
64.085,-60.156,33,212,3.922,5.68,3.14
64.143,-60.156,33,212,3.922,5.68,3.14
64.201,-60.156,33,212,3.922,5.68,3.14
64.259,-60.156,33,212,3.922,5.68,3.14
64.317,-60.156,33,212,3.922,5.68,3.14
64.375,-60.156,33,212,3.922,5.68,3.14
