Time,Engine_Load,Coolant_Temperature,Manifold_Absolute_Pressure,Engine_Speed,Vehicle_Speed,Intake_Air_Temperature,Manifold_Relative_Pressure
84.68,33.333,85,0.479,790.5,0,61,-0.53
84.81,31.765,85,0.479,791.0,0,61,-0.53
84.949,32.157,85,0.479,797.25,0,61,-0.53
85.092,32.157,85,0.479,799.0,0,61,-0.53
85.239,32.549,85,0.479,794.0,0,61,-0.53
85.385,31.765,85,0.479,796.0,0,61,-0.53
85.521,33.333,85,0.479,788.75,0,61,-0.53
85.65,31.765,85,0.479,789.75,0,61,-0.53
85.806,30.98,85,0.479,791.0,0,61,-0.53
85.943,32.157,85,0.479,800.0,0,61,-0.53
86.114,32.941,85,0.479,792.75,0,61,-0.53
86.277,30.98,85,0.479,794.25,0,61,-0.53
86.43,31.373,85,0.479,793.5,0,61,-0.53
86.583,32.549,85,0.479,801.25,0,61,-0.53
86.743,31.765,85,0.479,801.25,0,61,-0.53
86.909,31.373,85,0.479,800.5,0,61,-0.53
87.041,31.765,85,0.479,797.5,0,61,-0.53
87.206,32.157,85,0.479,801.5,0,61,-0.53
87.336,32.157,85,0.479,800.0,0,61,-0.53
87.488,31.765,85,0.479,799.75,0,61,-0.53
87.621,32.941,85,0.479,792.0,0,61,-0.53
87.769,30.98,85,0.479,792.0,0,61,-0.53
87.915,31.765,85,0.479,793.25,0,61,-0.53
88.078,32.941,85,0.479,794.25,0,61,-0.53
88.249,32.941,85,0.479,802.5,0,61,-0.53
88.396,30.588,85,0.479,803.5,0,61,-0.53
88.557,31.765,85,0.479,804.75,0,61,-0.53
88.698,33.333,85,0.479,808.25,0,61,-0.53
88.846,30.196,85,0.479,809.0,0,61,-0.53
88.995,30.98,85,0.479,809.25,0,61,-0.53
89.142,33.333,85,0.479,807.75,0,61,-0.53
89.324,32.549,85,0.479,797.0,0,61,-0.53
89.488,31.373,85,0.479,796.75,0,61,-0.53
89.643,31.373,85,0.479,796.75,0,61,-0.53
89.791,31.765,85,0.479,797.25,0,61,-0.53
89.923,31.373,85,0.479,800.0,0,61,-0.53
90.072,33.333,85,0.479,799.75,0,61,-0.53
90.214,32.941,85,0.479,806.75,0,61,-0.53
90.37,30.98,85,0.479,807.5,0,61,-0.53
90.503,33.333,85,0.479,802.25,0,61,-0.53
90.675,32.941,85,0.479,794.75,0,61,-0.53
90.854,32.157,85,0.479,797.25,0,61,-0.53
91.003,31.765,85,0.479,796.25,0,62,-0.53
91.154,33.333,85,0.479,795.75,0,62,-0.53
91.286,31.373,85,0.479,795.75,0,62,-0.53
91.427,30.98,85,0.479,799.25,0,62,-0.53
91.559,32.941,85,0.479,805.5,0,62,-0.53
91.715,30.98,85,0.479,807.25,0,62,-0.53
91.877,31.765,85,0.479,799.5,0,62,-0.53
92.057,32.941,85,0.469,807.0,0,62,-0.53
92.221,32.549,85,0.479,806.0,0,62,-0.53
92.352,30.98,85,0.479,797.5,0,62,-0.53
92.485,32.549,85,0.479,798.5,0,62,-0.53
92.63,31.765,85,0.479,795.75,0,62,-0.53
92.793,30.588,85,0.479,795.5,0,62,-0.53
92.94,32.549,85,0.479,795.75,0,62,-0.53
93.085,33.725,85,0.479,795.5,0,62,-0.53
93.246,31.373,85,0.479,796.0,0,62,-0.53
93.397,32.157,85,0.479,799.25,0,62,-0.53
93.531,32.157,85,0.479,801.5,0,62,-0.53
93.694,30.588,85,0.479,801.75,0,62,-0.541
93.838,31.765,85,0.479,795.25,0,62,-0.53
93.995,33.333,85,0.479,794.75,0,62,-0.53
94.141,30.98,85,0.479,796.25,0,62,-0.53
94.28,31.373,85,0.479,799.5,0,62,-0.53
94.426,32.941,85,0.479,798.25,0,62,-0.53
94.605,31.373,85,0.479,800.25,0,62,-0.53
94.77,31.373,85,0.479,800.75,0,62,-0.53
94.909,32.941,85,0.479,801.75,0,62,-0.53
95.042,32.941,85,0.479,794.0,0,62,-0.53
95.18,30.98,85,0.479,795.75,0,62,-0.53
95.327,32.157,85,0.479,799.0,0,62,-0.53
95.506,32.549,85,0.479,806.0,0,62,-0.53
95.683,31.765,85,0.479,807.25,0,62,-0.53
95.833,30.98,85,0.469,818.75,0,62,-0.541
95.983,31.373,85,0.469,828.25,0,62,-0.541
96.145,29.412,85,0.469,834.75,0,62,-0.541
96.303,30.98,85,0.459,832.5,0,62,-0.551
96.441,29.02,85,0.459,832.5,0,62,-0.551
96.615,30.196,85,0.459,837.75,0,62,-0.551
96.761,29.412,85,0.459,838.75,0,62,-0.551
96.944,29.804,85,0.459,895.5,0,62,-0.551
97.076,29.412,85,0.459,829.0,0,62,-0.551
97.234,30.196,85,0.459,893.25,0,62,-0.551
97.368,29.412,85,0.459,830.0,0,62,-0.551
97.532,30.196,85,0.459,833.5,0,62,-0.551
97.687,29.804,85,0.459,836.0,0,62,-0.551
97.823,29.412,85,0.459,836.5,0,62,-0.551
97.967,30.588,85,0.459,837.0,0,62,-0.551
98.112,29.412,85,0.459,835.75,0,62,-0.551
98.244,29.02,85,0.459,893.0,0,62,-0.551
98.405,29.02,85,0.449,837.25,0,62,-0.561
98.569,30.196,85,0.449,768.0,0,62,-0.561
98.731,28.235,85,0.449,824.75,0,62,-0.561
98.903,31.373,85,0.449,832.25,0,62,-0.561
99.066,29.412,85,0.449,830.0,0,62,-0.561
99.2,29.804,85,0.449,830.5,0,62,-0.561
99.362,30.98,85,0.449,821.5,0,62,-0.561
99.503,29.02,85,0.449,822.75,0,62,-0.551
99.662,31.373,85,0.449,818.75,0,62,-0.551
99.816,29.804,85,0.459,814.0,0,62,-0.551
99.966,30.196,85,0.459,813.0,0,62,-0.551
100.118,30.588,85,0.459,804.25,0,62,-0.551
100.25,30.196,85,0.459,806.0,0,62,-0.551
100.414,31.373,85,0.459,800.5,0,62,-0.551
100.562,30.98,85,0.459,801.75,0,62,-0.551
100.7,29.804,85,0.459,810.25,0,62,-0.551
100.878,31.373,85,0.459,800.25,0,62,-0.551
101.043,32.549,85,0.459,809.75,0,62,-0.551
101.182,29.412,85,0.459,806.5,0,62,-0.551
101.328,31.373,85,0.459,810.25,0,62,-0.551
101.489,31.373,85,0.459,824.5,0,62,-0.551
101.645,29.804,85,0.459,827.25,0,62,-0.551
101.796,30.196,85,0.459,828.0,0,62,-0.551
101.95,29.02,85,0.459,830.25,0,62,-0.551
102.115,29.804,85,0.449,821.0,0,62,-0.551
102.282,29.804,85,0.459,830.5,0,62,-0.551
102.463,28.627,85,0.449,823.5,0,62,-0.561
102.614,30.98,85,0.449,826.25,0,62,-0.561
102.746,29.02,85,0.449,768.5,0,62,-0.561
102.91,30.588,85,0.449,824.0,0,62,-0.561
103.057,29.02,85,0.449,821.0,0,62,-0.561
103.208,29.804,85,0.449,818.5,0,62,-0.561
103.372,30.196,85,0.449,824.5,0,62,-0.561
103.533,28.627,85,0.449,823.75,0,62,-0.561
103.671,30.98,85,0.449,824.25,0,62,-0.561
103.832,29.02,85,0.449,823.0,0,62,-0.561
103.986,29.412,85,0.449,821.0,0,62,-0.561
104.132,30.588,85,0.449,820.0,0,62,-0.561
104.285,29.412,85,0.449,812.25,0,62,-0.561
104.419,30.588,85,0.449,819.0,0,62,-0.561
104.581,29.804,85,0.449,805.75,0,62,-0.561
104.736,29.02,85,0.449,808.0,0,62,-0.561
104.889,30.98,85,0.449,802.25,0,62,-0.551
105.053,31.765,85,0.459,799.75,0,62,-0.551
105.206,30.196,85,0.459,795.0,0,62,-0.551
105.355,31.373,85,0.459,795.0,0,62,-0.551
105.514,31.373,85,0.459,808.75,0,62,-0.551
105.652,30.196,85,0.459,797.0,0,62,-0.551
105.812,31.765,85,0.459,802.5,0,62,-0.551
105.965,32.157,85,0.459,802.5,0,62,-0.551
106.104,29.804,85,0.459,794.5,0,62,-0.551
106.236,31.765,85,0.459,794.25,0,62,-0.551
106.373,31.373,85,0.459,800.75,0,62,-0.551
106.534,29.804,85,0.459,803.5,0,62,-0.551
106.673,30.588,85,0.459,809.25,0,62,-0.551
106.831,29.804,85,0.459,812.5,0,62,-0.551
106.989,29.02,85,0.459,814.75,0,62,-0.551
107.137,30.98,85,0.459,815.5,0,62,-0.551
107.301,30.196,85,0.449,822.5,0,62,-0.551
107.457,30.196,85,0.449,823.5,0,62,-0.561
107.606,29.412,85,0.449,821.5,0,62,-0.561
107.749,29.804,85,0.449,819.25,0,62,-0.561
107.88,30.98,85,0.449,812.25,0,62,-0.561
108.035,28.627,85,0.449,820.25,0,62,-0.561
108.187,29.412,85,0.449,819.75,0,62,-0.561
108.341,30.588,85,0.449,822.75,0,62,-0.561
108.49,29.02,85,0.449,821.75,0,62,-0.561
108.625,30.196,85,0.449,821.0,0,62,-0.561
108.781,29.412,85,0.449,819.0,0,62,-0.561
108.951,30.588,85,0.449,809.75,0,62,-0.561
109.096,30.98,85,0.449,815.5,0,62,-0.561
109.26,29.02,85,0.449,812.0,0,62,-0.561
109.429,30.196,85,0.449,818.5,0,62,-0.561
109.56,30.196,85,0.449,811.75,0,62,-0.561
109.716,29.412,85,0.449,813.0,0,62,-0.561
109.866,30.588,85,0.449,813.0,0,62,-0.561
110.016,29.02,85,0.449,824.0,0,62,-0.561
110.152,30.588,85,0.449,817.25,0,62,-0.561
110.308,30.588,85,0.449,822.0,0,62,-0.561
110.472,29.412,85,0.449,820.75,0,62,-0.561
110.61,29.804,85,0.449,819.25,0,62,-0.561
110.759,29.412,85,0.449,817.25,0,62,-0.561
110.9,30.98,85,0.449,810.25,0,62,-0.561
111.044,29.412,85,0.449,811.25,0,62,-0.561
111.19,30.196,85,0.449,805.25,0,62,-0.561
111.357,31.373,85,0.449,813.0,0,62,-0.561
111.501,29.02,85,0.449,813.5,0,62,-0.561
111.657,28.627,85,0.449,814.5,0,62,-0.561
111.803,30.98,85,0.449,818.75,0,62,-0.561
111.953,29.02,85,0.449,817.25,0,62,-0.561
112.129,29.412,85,0.449,809.5,0,62,-0.561
112.259,30.588,85,0.449,816.25,0,62,-0.561
112.432,28.627,85,0.449,808.75,0,62,-0.561
112.596,30.196,85,0.449,816.5,0,62,-0.561
112.73,30.98,85,0.449,809.0,0,62,-0.561
112.893,29.02,85,0.449,818.5,0,62,-0.561
113.046,30.588,85,0.449,819.5,0,62,-0.561
113.182,30.196,85,0.449,809.0,0,62,-0.561
113.332,30.196,85,0.449,815.75,0,62,-0.561
113.476,30.588,85,0.449,805.75,0,62,-0.561
113.626,29.02,85,0.449,809.5,0,62,-0.561
113.76,30.196,85,0.449,810.0,0,62,-0.561
113.931,29.412,85,0.449,820.75,0,62,-0.561
114.091,28.627,85,0.449,818.5,0,62,-0.561
114.247,31.373,85,0.449,818.5,0,62,-0.561
114.397,30.196,85,0.449,818.5,0,62,-0.561
114.533,29.02,85,0.449,813.0,0,62,-0.561
114.678,30.196,85,0.449,813.75,0,62,-0.561
114.838,29.412,85,0.449,813.25,0,62,-0.561
115.012,29.412,85,0.449,801.5,0,62,-0.561
115.156,30.588,85,0.449,799.5,0,62,-0.561
115.32,29.412,85,0.449,798.5,0,62,-0.561
115.46,29.412,85,0.449,797.5,0,62,-0.561
115.606,30.588,85,0.449,797.5,0,62,-0.561
115.756,29.804,85,0.449,800.0,0,62,-0.561
115.888,29.412,85,0.449,804.0,0,62,-0.561
116.031,30.98,85,0.449,808.0,0,62,-0.561
116.177,29.412,85,0.449,807.0,0,62,-0.561
116.324,29.412,85,0.449,808.5,0,62,-0.561
116.471,30.98,85,0.449,807.75,0,62,-0.561
116.623,29.02,85,0.449,806.5,0,62,-0.561
116.804,29.02,85,0.449,796.75,0,62,-0.561
116.968,30.196,85,0.449,795.0,0,62,-0.561
117.126,29.412,85,0.439,794.0,0,62,-0.561
117.295,29.02,85,0.449,796.5,0,62,-0.561
117.44,29.412,85,0.449,795.0,0,62,-0.561
117.601,29.804,85,0.449,791.5,0,62,-0.561
117.754,30.98,85,0.449,792.5,0,62,-0.561
117.888,28.627,85,0.449,789.75,0,62,-0.561
118.048,28.627,85,0.449,790.5,0,62,-0.561
118.223,30.98,85,0.449,789.0,0,62,-0.561
118.383,30.588,85,0.449,786.0,0,62,-0.561
118.538,30.196,85,0.449,779.75,0,62,-0.561
118.691,29.804,85,0.449,781.75,0,62,-0.561
118.841,29.02,85,0.449,788.5,0,62,-0.561
118.974,31.373,85,0.449,786.75,0,62,-0.561
119.146,31.373,85,0.449,788.5,0,62,-0.561
119.328,31.765,85,0.449,779.75,0,62,-0.561
119.49,29.02,85,0.449,783.0,0,62,-0.561
119.645,29.02,85,0.449,794.75,0,62,-0.561
119.81,30.196,85,0.449,795.25,0,62,-0.561
119.956,30.588,85,0.449,796.5,0,62,-0.561
120.122,30.588,85,0.449,792.5,0,62,-0.561
120.278,29.804,85,0.449,792.75,0,62,-0.561
120.406,30.98,85,0.449,793.5,0,62,-0.561
120.57,30.98,85,0.449,793.25,0,62,-0.561
120.739,30.98,85,0.449,798.25,0,62,-0.561
120.903,29.412,85,0.449,786.5,0,62,-0.561
121.041,30.588,85,0.449,792.5,0,62,-0.561
121.216,30.588,85,0.449,789.75,0,62,-0.551
121.348,31.373,85,0.459,794.5,0,62,-0.551
121.497,29.412,85,0.459,801.5,0,62,-0.551
121.646,29.804,85,0.459,803.75,0,62,-0.551
121.787,30.98,85,0.449,801.5,0,62,-0.561
121.95,30.588,85,0.449,799.25,0,62,-0.561
122.11,29.412,85,0.449,792.25,0,62,-0.561
122.299,30.196,85,0.449,799.25,0,62,-0.561
122.448,30.98,85,0.449,798.5,0,62,-0.561
122.597,30.196,85,0.449,803.75,0,62,-0.561
122.775,28.627,85,0.449,807.25,0,62,-0.561
122.954,29.804,85,0.449,797.5,0,62,-0.561
123.088,30.588,85,0.449,799.25,0,62,-0.561
123.241,29.02,85,0.449,800.0,0,62,-0.561
123.398,29.804,85,0.449,798.75,0,62,-0.561
123.562,30.98,85,0.449,801.75,0,62,-0.561
123.742,30.588,85,0.449,803.25,0,62,-0.561
123.904,29.02,85,0.449,797.75,0,62,-0.561
124.061,29.412,85,0.449,801.0,0,62,-0.561
124.208,31.373,85,0.449,799.75,0,62,-0.561
124.372,28.627,85,0.449,798.75,0,62,-0.561
124.522,29.412,85,0.449,799.75,0,62,-0.561
124.656,31.373,85,0.449,801.75,0,62,-0.561
124.794,28.627,85,0.449,808.75,0,62,-0.561
124.939,30.588,85,0.449,808.75,0,62,-0.561
125.088,30.588,85,0.449,807.0,0,62,-0.561
125.238,29.02,85,0.449,809.5,0,62,-0.561
125.398,29.412,85,0.449,801.25,0,62,-0.561
125.552,30.588,85,0.449,801.5,0,62,-0.561
125.728,30.588,85,0.449,809.25,0,62,-0.561
125.884,29.412,85,0.449,806.75,0,62,-0.561
126.034,30.588,85,0.449,807.5,0,62,-0.561
126.167,30.588,85,0.449,802.75,0,62,-0.561
126.33,29.804,85,0.449,809.25,0,62,-0.561
126.489,29.804,85,0.449,811.0,0,62,-0.561
126.624,30.196,85,0.449,808.0,0,62,-0.561
126.782,29.804,85,0.449,808.75,0,62,-0.561
126.922,30.588,85,0.449,803.75,0,62,-0.561
127.087,30.196,85,0.449,805.25,0,62,-0.561
127.222,29.804,85,0.449,807.0,0,62,-0.561
127.369,30.98,85,0.449,806.75,0,62,-0.561
127.532,29.804,85,0.449,808.0,0,62,-0.561
127.704,29.02,85,0.449,807.0,0,62,-0.561
127.868,30.196,85,0.449,798.5,0,62,-0.561
128.018,30.196,85,0.449,800.0,0,62,-0.561
128.186,28.627,85,0.449,800.5,0,62,-0.561
128.321,30.196,85,0.449,802.0,0,62,-0.561
128.457,30.196,85,0.449,801.75,0,62,-0.561
128.592,29.804,85,0.449,811.5,0,62,-0.561
128.762,30.196,85,0.449,806.0,0,62,-0.561
128.916,29.804,85,0.449,799.0,0,62,-0.561
129.048,29.02,85,0.449,797.5,0,62,-0.561
129.181,30.588,85,0.449,801.5,0,62,-0.561
129.335,29.804,85,0.449,806.75,0,62,-0.561
129.488,29.412,85,0.449,805.25,0,62,-0.561
129.643,30.196,85,0.449,807.75,0,62,-0.561
129.796,29.804,85,0.449,806.0,0,62,-0.561
129.93,29.804,85,0.449,813.5,0,62,-0.561
130.086,30.196,85,0.449,812.5,0,62,-0.561
130.219,29.412,85,0.449,812.5,0,62,-0.561
130.352,29.804,85,0.449,813.5,0,62,-0.561
130.484,28.627,85,0.449,808.25,0,62,-0.561
130.617,29.412,85,0.449,805.0,0,62,-0.561
130.777,30.588,85,0.449,803.0,0,62,-0.561
130.929,29.02,85,0.449,802.75,0,62,-0.561
131.066,29.412,85,0.449,802.75,0,62,-0.561
131.23,30.588,85,0.449,802.75,0,62,-0.561
131.379,29.02,85,0.449,801.0,0,62,-0.561
131.517,29.804,85,0.449,801.0,0,62,-0.561
131.69,30.98,85,0.449,811.25,0,62,-0.561
131.839,28.627,85,0.449,809.75,0,62,-0.561
132.019,29.02,85,0.449,810.0,0,62,-0.561
132.185,29.412,85,0.449,803.25,0,62,-0.561
132.352,29.804,85,0.449,798.75,0,62,-0.561
132.534,29.804,85,0.449,806.75,0,62,-0.561
132.681,29.412,85,0.449,804.5,0,62,-0.561
132.815,30.588,85,0.449,805.25,0,62,-0.561
132.971,29.412,85,0.449,807.75,0,62,-0.561
133.125,29.412,85,0.449,809.0,0,62,-0.561
133.258,29.804,85,0.449,811.0,0,62,-0.561
133.416,29.02,85,0.449,808.75,0,62,-0.561
133.548,29.804,85,0.449,803.5,0,62,-0.561
133.728,30.196,85,0.449,805.0,0,62,-0.561
133.909,29.804,85,0.449,791.5,0,62,-0.561
134.058,29.02,85,0.449,793.25,0,62,-0.561
134.191,30.588,85,0.449,795.75,0,62,-0.561
134.363,31.373,85,0.449,797.75,0,62,-0.561
134.515,29.804,85,0.449,799.0,0,62,-0.561
134.661,29.804,85,0.449,802.5,0,62,-0.561
134.823,31.373,85,0.449,801.5,0,62,-0.561
134.957,29.02,85,0.449,805.0,0,62,-0.561
135.089,30.196,85,0.449,804.75,0,62,-0.561
135.244,29.804,85,0.449,800.75,0,62,-0.561
135.418,28.235,85,0.449,801.25,0,62,-0.561
135.551,30.588,85,0.449,802.25,0,62,-0.561
135.687,29.412,85,0.449,803.5,0,62,-0.561
135.821,29.804,85,0.449,812.5,0,62,-0.561
135.972,30.588,85,0.449,810.5,0,62,-0.561
136.104,29.02,85,0.449,809.5,0,62,-0.561
136.249,30.196,85,0.449,806.0,0,62,-0.561
136.413,30.588,85,0.449,807.5,0,62,-0.561
136.557,29.02,85,0.449,806.5,0,62,-0.561
136.699,30.196,85,0.449,808.0,0,62,-0.561
136.861,30.98,85,0.449,807.75,0,62,-0.561
137.017,29.412,85,0.449,808.0,0,62,-0.561
137.203,29.02,85,0.449,799.0,0,62,-0.561
137.384,28.627,85,0.449,807.5,0,62,-0.561
137.55,30.98,85,0.449,797.75,0,62,-0.561
137.706,29.804,85,0.449,801.25,0,62,-0.561
137.868,29.412,85,0.449,797.25,0,62,-0.561
138.019,29.804,85,0.449,796.0,0,62,-0.561
138.17,30.588,85,0.449,795.75,0,62,-0.561
138.317,29.02,85,0.449,796.25,0,62,-0.561
138.465,29.804,85,0.449,794.25,0,62,-0.561
138.614,30.98,85,0.449,795.0,0,62,-0.561
138.766,28.627,85,0.449,794.75,0,62,-0.561
138.927,29.804,85,0.449,790.0,0,62,-0.561
139.106,29.412,85,0.449,804.5,0,62,-0.561
139.253,30.588,85,0.449,808.5,0,62,-0.561
139.398,29.02,85,0.449,807.75,0,62,-0.561
139.548,29.412,85,0.449,807.5,0,62,-0.561
139.714,30.98,85,0.449,804.0,0,62,-0.561
139.878,29.804,85,0.449,793.75,0,62,-0.561
140.04,29.412,85,0.449,794.25,0,62,-0.561
140.218,30.196,85,0.449,803.75,0,62,-0.561
140.362,29.804,85,0.449,808.25,0,62,-0.561
140.492,29.02,85,0.449,799.5,0,62,-0.561
140.626,30.98,85,0.449,796.25,0,62,-0.561
140.807,30.98,85,0.449,799.25,0,62,-0.561
140.974,30.196,85,0.449,797.25,0,62,-0.561
141.108,29.804,85,0.449,792.75,0,62,-0.561
141.275,29.804,85,0.449,798.0,0,62,-0.561
141.415,30.98,85,0.449,801.5,0,62,-0.561
141.575,29.412,85,0.449,802.25,0,62,-0.561
141.722,29.02,85,0.449,805.5,0,62,-0.561
141.888,31.373,85,0.449,806.25,0,62,-0.561
142.067,29.804,85,0.449,801.25,0,62,-0.561
142.233,29.02,85,0.449,807.0,0,62,-0.561
142.374,29.804,85,0.449,800.75,0,62,-0.561
142.549,30.588,85,0.449,805.5,0,62,-0.561
142.73,29.02,85,0.449,797.75,0,62,-0.561
142.88,28.627,85,0.449,801.5,0,62,-0.561
143.042,30.588,85,0.449,800.5,0,62,-0.561
143.211,30.98,85,0.449,804.5,0,62,-0.561
143.344,29.02,85,0.449,794.0,0,62,-0.561
143.498,30.588,85,0.449,793.25,0,62,-0.561
143.633,30.196,85,0.449,792.25,0,62,-0.561
143.799,29.02,85,0.449,797.25,0,62,-0.561
143.932,30.196,85,0.449,793.0,0,62,-0.561
144.096,30.588,85,0.449,794.0,0,62,-0.561
144.267,29.804,85,0.449,807.5,0,62,-0.561
144.4,29.412,85,0.449,799.25,0,62,-0.561
144.532,20.784,85,0.428,848.0,0,62,-0.581
144.697,17.647,85,0.388,895.75,0,62,-0.622
144.838,16.078,85,0.377,924.0,0,62,-0.632
144.998,14.902,85,0.357,951.25,0,62,-0.663
145.148,15.294,85,0.337,953.0,0,62,-0.673
145.298,15.686,85,0.326,922.25,0,62,-0.683
145.444,15.686,85,0.326,887.5,0,62,-0.683
145.6,16.471,85,0.316,864.5,0,62,-0.694
145.748,17.647,85,0.316,829.0,0,62,-0.694
145.881,20.392,85,0.316,803.5,0,62,-0.683
146.031,19.216,85,0.326,777.0,0,62,-0.683
146.179,21.961,85,0.326,764.0,0,63,-0.683
146.329,21.569,85,0.337,755.25,0,63,-0.673
146.461,22.353,85,0.337,766.25,0,63,-0.673
146.62,21.569,85,0.337,774.75,0,63,-0.673
146.758,18.824,85,0.337,781.0,0,63,-0.673
146.902,18.039,85,0.337,789.0,0,63,-0.673
147.05,20.392,85,0.337,794.75,0,63,-0.673
147.196,19.216,85,0.326,787.0,0,63,-0.683
147.364,17.647,85,0.326,791.75,0,63,-0.683
147.518,18.039,85,0.326,786.25,0,63,-0.683
147.671,18.431,85,0.326,781.5,0,63,-0.683
147.808,21.569,85,0.326,829.5,0,63,-0.683
147.955,19.608,85,0.326,764.75,0,63,-0.683
148.1,17.647,85,0.326,760.75,0,63,-0.683
148.269,18.824,85,0.326,758.0,0,63,-0.683
148.409,19.216,85,0.326,750.0,0,63,-0.683
148.556,20.784,85,0.326,753.5,0,63,-0.683
148.701,18.824,85,0.337,752.75,0,63,-0.673
148.849,20.784,85,0.337,757.75,0,63,-0.673
148.989,21.569,85,0.337,753.25,0,63,-0.673
149.127,20.0,85,0.337,739.25,0,63,-0.673
149.273,21.569,85,0.337,747.0,0,63,-0.673
149.432,28.235,85,0.337,734.5,0,63,-0.673
149.603,32.549,85,0.377,738.5,0,63,-0.632
149.75,33.725,85,0.408,727.25,0,63,-0.602
149.899,34.118,85,0.418,705.5,0,63,-0.581
150.049,33.333,85,0.439,710.0,0,63,-0.571
150.195,33.333,85,0.459,728.5,0,63,-0.551
150.329,34.118,85,0.469,751.5,0,63,-0.541
150.473,33.725,85,0.469,825.75,0,63,-0.541
150.618,32.549,85,0.469,782.75,0,63,-0.541
150.786,30.588,85,0.469,796.25,0,63,-0.541
150.926,30.98,85,0.469,793.5,0,63,-0.541
151.061,31.373,85,0.469,805.0,0,63,-0.541
151.227,29.412,85,0.459,803.75,0,63,-0.551
151.387,28.235,85,0.459,806.5,0,63,-0.551
151.539,29.02,85,0.449,806.25,0,63,-0.561
151.687,27.451,85,0.439,802.75,0,63,-0.571
151.861,27.059,85,0.439,796.5,0,63,-0.571
152.009,29.412,85,0.439,775.75,0,63,-0.571
152.166,29.02,85,0.439,770.0,0,63,-0.571
152.315,30.98,85,0.439,763.25,0,63,-0.571
152.477,30.196,85,0.439,766.75,0,63,-0.571
152.646,30.98,85,0.439,705.5,0,63,-0.571
152.805,30.588,85,0.439,769.25,0,63,-0.571
152.969,28.235,85,0.439,779.0,0,63,-0.571
153.142,27.451,85,0.439,786.25,0,63,-0.571
153.305,27.451,85,0.439,794.75,0,63,-0.571
153.454,29.02,85,0.428,801.75,0,63,-0.581
153.586,27.843,85,0.428,793.0,0,63,-0.581
153.752,27.451,85,0.428,799.75,0,63,-0.581
153.924,28.235,85,0.428,803.0,0,63,-0.581
154.086,28.627,85,0.428,799.75,0,63,-0.581
154.234,28.235,85,0.428,804.5,0,63,-0.581
154.383,26.667,85,0.418,802.25,0,63,-0.592
154.539,27.059,85,0.418,801.0,0,63,-0.592
154.688,28.235,85,0.418,798.5,0,63,-0.592
154.834,27.843,85,0.418,793.25,0,63,-0.592
154.974,26.667,85,0.418,789.5,0,63,-0.592
155.138,29.412,85,0.418,788.5,0,63,-0.592
155.308,29.02,85,0.418,783.25,0,63,-0.592
155.451,27.451,85,0.418,791.25,0,63,-0.592
155.631,26.275,85,0.418,790.0,0,63,-0.592
155.795,26.275,85,0.418,797.0,0,63,-0.592
155.949,28.627,85,0.418,791.0,0,63,-0.592
156.086,27.843,85,0.418,784.0,0,63,-0.592
156.227,26.667,85,0.418,781.0,0,63,-0.592
156.377,27.059,85,0.418,781.5,0,63,-0.592
156.525,29.02,85,0.418,781.75,0,63,-0.592
156.658,27.451,85,0.418,790.5,0,63,-0.592
156.835,27.059,85,0.418,782.0,0,63,-0.592
157.012,27.451,85,0.418,777.5,0,63,-0.592
157.16,27.451,85,0.428,778.5,0,63,-0.581
157.292,29.412,85,0.428,777.25,0,63,-0.581
157.434,27.059,85,0.428,785.0,0,63,-0.581
157.583,27.451,85,0.428,784.75,0,63,-0.581
157.746,27.059,85,0.428,779.0,0,63,-0.581
157.902,29.412,85,0.418,780.75,0,63,-0.592
158.049,29.412,85,0.428,784.0,0,63,-0.581
158.203,26.667,85,0.428,782.25,0,63,-0.581
158.351,27.843,85,0.428,781.5,0,63,-0.581
158.504,27.059,85,0.428,779.25,0,63,-0.581
158.652,30.196,85,0.428,774.25,0,63,-0.581
158.805,29.02,85,0.428,771.5,0,63,-0.581
158.959,29.02,85,0.428,776.0,0,63,-0.581
159.135,29.804,85,0.428,773.25,0,63,-0.581
159.267,27.059,85,0.428,771.5,0,63,-0.581
159.434,27.843,85,0.428,772.75,0,63,-0.581
159.579,26.667,85,0.428,768.25,0,63,-0.581
159.733,29.02,85,0.428,769.5,0,63,-0.581
159.869,29.412,85,0.428,762.5,0,63,-0.581
160.041,29.412,85,0.428,772.5,0,63,-0.581
160.204,27.059,85,0.428,770.25,0,63,-0.581
160.345,28.627,85,0.428,826.0,0,63,-0.581
160.494,27.059,85,0.428,825.75,0,63,-0.581
160.643,28.235,85,0.428,760.75,0,63,-0.581
160.808,27.451,85,0.428,826.25,0,63,-0.581
160.947,29.02,85,0.428,760.75,0,63,-0.581
161.091,29.02,85,0.428,759.0,0,63,-0.581
161.251,29.412,85,0.428,758.5,0,63,-0.581
161.402,27.843,85,0.428,764.5,0,63,-0.581
161.559,29.02,85,0.428,762.75,0,63,-0.581
161.696,27.059,85,0.428,761.25,0,63,-0.581
161.859,27.843,85,0.428,760.25,0,63,-0.581
162.012,27.059,85,0.428,760.5,0,63,-0.581
162.165,27.843,85,0.428,760.0,0,63,-0.581
162.33,27.059,85,0.428,758.75,0,63,-0.581
162.463,28.627,85,0.428,751.0,0,63,-0.581
162.631,29.804,85,0.428,750.5,0,63,-0.581
162.777,29.412,85,0.428,749.0,0,63,-0.581
162.921,30.196,85,0.428,748.5,0,63,-0.581
163.053,29.02,85,0.428,755.75,0,63,-0.581
